alias,code,name,version,useInEditor,hero,item,sort,race,checkDep,levels,reqLevel,levelSkip,priority,targs1,Cast1,Dur1,HeroDur1,Cool1,Cost1,Area1,Rng1,DataA1,DataB1,DataC1,DataD1,DataE1,DataF1,DataG1,DataH1,DataI1,UnitID1,BuffID1,EfctID1,targs2,Cast2,Dur2,HeroDur2,Cool2,Cost2,Area2,Rng2,DataA2,DataB2,DataC2,DataD2,DataE2,DataF2,DataG2,DataH2,DataI2,UnitID2,BuffID2,EfctID2,targs3,Cast3,Dur3,HeroDur3,Cool3,Cost3,Area3,Rng3,DataA3,DataB3,DataC3,DataD3,DataE3,DataF3,DataG3,DataH3,DataI3,UnitID3,BuffID3,EfctID3,targs4,Cast4,Dur4,HeroDur4,Cool4,Cost4,Area4,Rng4,DataA4,DataB4,DataC4,DataD4,DataE4,DataF4,DataG4,DataH4,DataI4,UnitID4,BuffID4,EfctID4,InBeta
AIi1,AIab,IntelligenceBonus (+1),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,0,1,0,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIi3,AIab,IntelligenceBonus (+3),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,0,3,0,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIi4,AIab,IntelligenceBonus (+4),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,0,4,0,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIi6,AIab,IntelligenceBonus (+6),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,0,6,0,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIxm,AIxm,Permanent All + 1,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,1,1,1,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIam,AIam,AgilityMod          ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,1,0,0,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIim,AIim,IntelligenceMod     ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,0,1,0,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIsm,AIsm,StrengthMod         ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,0,0,1,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIgm,AIam,AgilityMod +2,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,2,0,0,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AItm,AIim,IntelligenceMod +2,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,0,2,0,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AInm,AIsm,StrengthMod +2,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,0,0,2,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIaa,AIaa,AttackMod,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,3,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIat,AIat,AttackBonus         ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,3,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIt6,AIat,AttackBonus         ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,6,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIt9,AIat,AttackBonus         ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,9,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AItc,AIat,AttackBonus         ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,12,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AItf,AIat,AttackBonus         ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,15,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AItg,AIat,AttackBonus +1,1,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,1,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIth,AIat,AttackBonus +2,1,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,2,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIti,AIat,AttackBonus +4,1,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,4,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AItj,AIat,AttackBonus +5,1,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,5,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AItk,AIat,AttackBonus +7,1,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,7,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AItl,AIat,AttackBonus +8,1,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,8,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AItn,AIat,AttackBonus +10,1,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,10,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIva,AIva,Vampiric attack,0,1,0,1,item,other,0,1,0,0,0,"air,ground,enemy",0,0,0,0,0,-,-,0.5,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIbk,AEbl,Blink (Item),1,1,0,1,item,other,0,1,0,0,0,_,0,0.33,0,30,0,-,99999,1000,200,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIbl,AIbl,Build Tiny Castle,1,1,0,1,item,other,0,1,0,0,0,_,0,30,0,0,0,-,100,-,-,-,-,-,-,-,-,-,"hcas,ofrt,unp2,etoe",,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIbg,AIbl,Build Tiny Great Hall,1,1,0,1,item,other,0,1,0,0,0,_,0,20,0,0,0,-,100,-,-,-,-,-,-,-,-,-,"htow,ogre,unpl,etol",,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIbt,AIbl,Build Tiny Scout Tower,1,1,0,1,item,other,0,1,0,0,0,_,0,4,0,0,0,-,100,-,-,-,-,-,-,-,-,-,"hwtw,hwtw,hwtw,hwtw",,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIbb,AIbl,Build Tiny Blacksmith,1,1,0,1,item,other,0,1,0,0,0,_,0,15,0,0,0,-,100,-,-,-,-,-,-,-,-,-,"hbla,hbla,hbla,hbla",,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,0
AIbf,AIbl,Build Tiny Farm,1,1,0,1,item,other,0,1,0,0,0,_,0,5,0,0,0,-,100,-,-,-,-,-,-,-,-,-,"hhou,hhou,hhou,hhou",,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,0
AIbr,AIbl,Build Tiny Lumber Mill,1,1,0,1,item,other,0,1,0,0,0,_,0,10,0,0,0,-,100,-,-,-,-,-,-,-,-,-,"hlum,hlum,hlum,hlum",,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,0
AIbs,AIbl,Build Tiny Barracks,1,1,0,1,item,other,0,1,0,0,0,_,0,15,0,0,0,-,100,-,-,-,-,-,-,-,-,-,"hbar,hbar,hbar,hbar",,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,0
AIbh,AIbl,Build Tiny Altar,1,1,0,1,item,other,0,1,0,0,0,_,0,15,0,0,0,-,100,-,-,-,-,-,-,-,-,-,"halt,halt,halt,halt",,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,0
AIcy,Acyc,Cyclone,0,1,0,1,item,other,0,1,0,0,0,"ground,enemy,neutral",0,20,5.6,0,0,-,600,1,-,-,-,-,-,-,-,-,,"Bcyc,Bcy2",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AId1,AIde,DefenseBonus (+1),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,1,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AId2,AIde,DefenseBonus (+2),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,2,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AId3,AIde,DefenseBonus (+3),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,3,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AId4,AIde,DefenseBonus (+4),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,4,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AId5,AIde,DefenseBonus (+5),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,5,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIgf,AIgl,FortificationGlyph,1,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,1,-,-,-,-,-,-,-,-,Rgfo,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIgu,AIgl,UltraVisionGlyph,1,1,0,1,item,other,0,2,0,0,0,_,0,0,0,0,0,-,-,1,-,-,-,-,-,-,-,-,Rguv,,,_,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,Reuv,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIem,AIem,ExperienceMod       ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,100,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIe2,AIem,ExperienceMod greater,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,500,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIfd,AIfs,FigurineRedDrake    ,0,1,0,1,item,other,0,1,0,0,0,_,0,180,0,20,0,200,-,1,-,nrdr,-,-,-,-,-,-,,BFig,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIff,AIfs,FigurineFurbolg,0,1,0,1,item,other,0,1,0,0,0,_,0,180,0,20,0,200,-,1,-,nfrl,-,-,-,-,-,-,,BFig,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIfr,AIfs,FigurineRockGolem   ,0,1,0,1,item,other,0,1,0,0,0,_,0,180,0,20,0,200,-,1,-,ngst,-,-,-,-,-,-,,BFig,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIfu,AIfs,FigurineDoomGuard   ,0,1,0,1,item,other,0,1,0,0,0,_,0,180,0,20,0,200,-,1,-,nba2,-,-,-,-,-,-,,BFig,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIfh,AIfs,FigurineFelHound    ,0,1,0,1,item,other,0,1,0,0,0,_,0,180,0,20,0,200,-,1,-,nfel,-,-,-,-,-,-,,BFig,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIfs,AIfs,FigurineSkeleton    ,0,1,0,1,item,other,0,1,0,0,0,_,0,120,60,20,0,200,-,4,4,nsce,nsca,-,-,-,-,-,,BFig,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIir,AIfs,FigurineIceRevenant,0,1,0,1,item,other,0,1,0,0,0,_,0,180,180,20,0,200,-,1,-,nrvi,-,-,-,-,-,-,,BFig,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIuw,AIfs,FigurineUrsaWarrior,0,1,0,1,item,other,0,1,0,0,0,_,0,180,180,20,0,200,-,1,-,nfra,-,-,-,-,-,-,,BFig,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIfl,AIfl,Flag                ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIfm,AIfm,Flag (Human),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIfo,AIfo,Flag (Orc),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIfn,AIfn,Flag (Night Elf),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIfe,AIfe,Flag (Undead),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIfx,AIfl,Flag (Orc Battle Standard),1,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,0
AIfa,AIfa,FlareGun,1,1,0,1,item,other,0,1,0,0,0,_,0,45,45,0,0,1800,99999,1,0.8,-,-,-,-,-,-,-,,,Xfla,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIin,AUin,ItemInferno,0,1,0,1,item,other,0,1,0,0,0,"ground,structure,debris,enemy,neutral",0,4,2,20,0,250,900,50,180,1,-,-,-,-,-,-,ninf,BNin,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIlm,AIlm,LevelMod       ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,1,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIlp,AIlp,LightningPurge,0,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,3,0.3,0,0,-,-,2,0,35,0,0,0,-,-,-,,Bprg,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIlf,AIml,MaxLifeBonus (Least),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,150,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIl1,AIml,MaxLifeBonus (Lesser),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,200,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIl2,AIml,MaxLifeBonus (Greater),0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,300,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIms,AIms,MoveSpeedBonus      ,0,1,0,1,item,other,0,1,0,0,0,_,0,0,0,0,0,-,-,60,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ANbs,ANbs,Orb of Darkness (Black Arrow),1,1,0,1,item,other,0,1,0,0,0,"air,ground,enemy,organic,neutral",0,3,0,0,0,-,600,0,1,80,-,-,-,-,-,-,ndr1,"BNba,BNdm",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIdf,AIsb,Orb of Darkness,0,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,0,0,0,0,-,-,6,100,100,100,2,-,-,-,-,ANbs,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AIcb,AIcb,Orb of Corruption,1,1,0,1,item,other,0,1,0,0,0,"ground,air,ward",0,5,5,0,0,-,-,5,5,-,-,2,-,-,-,-,,BIcb,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
